,Reviewer1,Text,ID,src,Fabio,Mika,Disagreement
344,0,serviceName: https-svc-ingress,345,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
999,1,Expected Results:,1000,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
911,1,"some stuff handles namespaces, some doesn't",912,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
436,1,The comparison in the class ClobTransforme,437,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
47,1,"Hello guys, Im reading this https://kubernetes.io/docs/getting-started-guides/centos/centos_manual_config/ , is that repo still valid to fetch the latest kubenetes release 1.8?",48,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
80,1,Thanks!!,81,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1195,1,"2.  Skip next_things that are the same as the thing being scanned, which means",1196,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
443,0,password: *****,444,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1592,0,> org.mortbay.component.AbstractLifeCycle.start(AbstractLifeCycle.java:,1593,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1130,1,>>> prefetching docs and fields . There is no standard way of other,1131,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
486,1,> This exception occurs if I have a field in a document with a null value.,487,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1708,1,"The OS/2 port of FontConfig handles TrueType and Type 1 fonts nicely, but it does not handle OS/2 bitmap fonts like WarpSans, Helv, and Tms Rmn.  It would be nice if these were supported, since they were default fonts in pre-1.9 versions.",1709,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1893,1,you don't need to compare props,1894,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1017,1,> >>> -Yonik,1018,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1220,0,swapoff /dev/dm-0,1221,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1830,1,Still to do:,1831,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
268,1,> And see if that helps. I had the same problem (different language.),269,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1055,1,is it possible to mount a container image as a read only volume?,1056,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
848,1,"@spotter check endpoints, id vips are corresponding to correct endpoints",849,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1892,1,A user may enter a search such as,1893,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1846,1,"Similar to making exceptions for saving passwords, users should be able to disable the saving of forms on websites they specify.  Say, for example, I would like to have form information for every site but eBay saved, I would go into the Form Preferences under Privacy options, click ""Exceptions"" (or whatever), and add ""ebay.com"".",1847,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1877,0,URL: https://issues.apache.org/jira/browse/SOLR-1768,1878,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
742,0,+    counts = getFieldCacheCounts(,743,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1606,1,wide String API change:,1607,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
280,1,It doesn't look like you addressed this.,281,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1328,1,"@U7L73A2RE sorry, missed the question. no, the actual content of the role/clusterrole being bound is inspected as part of creating the binding",1329,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
874,1,>>> Particularly,875,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
630,1,Try build for windows 7: http://ftp.mozilla.org/pub/mozilla.org/firefox/try-builds/mwoodrow@mozilla.com-666f7861572f/try-win32/,631,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
776,0,https://rook.io/,777,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1676,0,Firmware Version: D5803_23.1.A.1.28_NCB.ftf,1677,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
183,1,either i am blind or i dont understand the concept of k8s I wrote a deployment.yaml that should consist two different containers that are not on the same pod. but both are started in the same pod. what am i getting wrong here?,184,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1129,1,>> similar documents.,1130,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
98,0,"/build_stage/communications/dialer/index.html: L10nError: Duplicate string ""edit"" found in app://communications.gaiamobile.org",99,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1193,1,Its installation probably includes these plugins...,1194,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1648,1,which is implimented as a RangeFilter under the covers.,1649,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
734,1,healths check failed [[kube-probe/1.8] 127.0.0.1:53240,735,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1835,1,Hi guys i have a question with props. if I send a object to child by props. I send a memory path or a clone of my object?,1836,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
272,0,URL: https://issues.apache.org/jira/browse/SOLR-1590,273,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1793,0,> > private static final File workDir;,1794,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
485,1,@heckj tks!,486,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1163,1,"but thanks all, information k8s doesn't have ready solution for that helps a lot",1164,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
452,0,name: pricelabel,453,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
298,0,: String name = request.getParameter(\name\);,299,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
594,0,- Unknown pseudo-element or pseudo-class :-moz-math-font-style-stretchy,595,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
30,1,@U7MP7D5EV Can you provide the full output of the describe command?,31,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
789,1,"I'm not entirely sure, It took me forever to understand sidecar-ing nginx&php containers into one pod and now I've found that it's probably not the best way to do it haha",790,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1098,0,"node.parentNode.replaceChild(this, node);",1099,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1965,1,Guys is it possible to customize the Expo camera?,1966,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1109,1,wait nevermind.. my clusterrolebinding I have works... I was running into an issue before it was set,1110,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
100,1,"@U7L73A2RE FYI, I just checked the docs on what you stated and it sounds like that shouldn't be allowed, but it definitely seems like it could be based around the ClusterRole scope versus a RoleBinding scope",101,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1970,1,> Again??,1971,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1012,1,>>   Reporter: Ryan McKinley,1013,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1167,0,> +public class LuceneJUnitResultFormatter implements JUnitResultFormatter {,1168,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
724,0,ModLoad: 74e80000 74e85000   C:\Windows\system32\MSIMG32.dll,725,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1770,1,Yesssssss,1771,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1919,1,Yes. Thanks a lot for help! It makes sense to me. So you are suggesting me to fork react-native-pull-to-refresh and fix PropTypes injection problem myself?,1920,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1755,0,: + if (resp.getException() == null) {,1756,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
541,1,uninstalling latest-0.8) and removing mozilla and phoenix dirs.  Also added reg,542,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
861,1,"To perform what I want, I need to have a modified volume with the folder I want. Also with admin permission, not root",862,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1501,1,"@thedeeno I'm not certain you can have multiple secrets in a file, but you can use the --from-file flag multiple times",1502,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
903,1,so i did a FROM elastic:blabla and ran the uninstall parts to remove it,904,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1055,1,"marking mac, adding mac to summary.",1056,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
109,0,E1026 22:03:50.476932 1 reflector.go:199] k8s.io/dns/vendor/k8s.io/client-go/tools/cache/reflector.go:94: Failed to list *v1.Endpoints: Get https://10.210.0.1:443/api/v1/endpoints?resourceVersion=0: dial tcp 10.210.0.1:443: i/o timeout,110,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1368,1,Still Win2K server etc.,1369,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1872,1,"approving for ESR, please land in the next week to ensure this goes out alongside the fix with 15.",1873,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1034,0,"00002e0fe0   mov 744(eax),ebx       eax(state) ebx(add2)",1035,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
397,1,The Media Storage should be disable,398,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1926,1,just update the state,1927,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
133,1,> I hope this can make it simpler to implement SOLR-1131,134,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1525,1,I guess it should containe,1526,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1861,1,* nothing happens,1862,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
650,0,Build ID: 20150709163506,651,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1671,0,Fix Version/s: 3.1,1672,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
393,0,Gecko-Rev       https://hg.mozilla.org/mozilla-central/rev/9ee9e193fc48,394,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1045,1,>   Solr now recognizes HTTP Request headers related to HTTP Caching (see,1046,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1546,0,./addons/test_theme.xpi,1547,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1160,1,"Yeah, this is the same problem as described in bug 304423, and the fix for it",1161,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1638,1,doing a Print without a preceding Page setup. Test when no printer,1639,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1886,1,locallucene and see how far spread it is,1887,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1094,1,@weaseal Thanks,1095,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1121,0,root 524 0.0 0.3 18200 3104 ? Ss 16:58 0:00 /bin/bash,1122,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
516,0,> Key: SOLR-264,516,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
210,0,> Related: SOLR-575,211,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
809,1,@amulholland it would be too easy to predict things getting stolen wouldn't it,810,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
252,0,chrome://glob,253,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1274,0,> b7f94000-b7f97000 rwxp b7f94000 00:00 0,1275,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1907,1,"Mozilla crashes, TalkBack will be activated if turned on.",1908,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
343,1,- what happens if you change the running order (first the guest OS gets started,344,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1845,1,Adam or Verson: would one of you record a video of the case where this bug does not reproduce (based on the regression range in comment #3) please?,1846,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1503,0,0x1fea55c09232: fb,1504,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1653,1,Firefox has detected that the server is redirecting the request for this address in a way that will never complete.,1654,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1944,0,<searchComponent name=\query\,1945,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1039,1,1. create xml/xslt page,1040,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
543,0,Book1,544,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1773,1,"can't remember exact place where this is and not at work computer but if you search your ios and android directories for your app url, change it where you find that",1774,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
846,0,> cp=C:\\Documents%20and%20Settings\\yaponte\\Configuraci?n%20local\\Temp\\Jetty__8,847,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1799,0,ecma_3/Date/15.9.5.6.js,1800,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1765,1,"Hei everyone. Can someone recommend a lib for reading device information, or any other recommendations to distinguish logins from one user from multiple devices?",1766,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1897,1,- increments aren't atomic,1898,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1628,0,*** ERROR: Symbol file could not be found.  Defaulted to export symbols for C:\Program Files\Minefield\xul.dll -,1629,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1756,1,I'm trying to convert existing projects. Running into issues,1757,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
346,1,>> separate name so it doesn't appear that you're actually installing,347,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
996,0,>   Attachments: SOLR-650.patch,997,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1595,1,Ok newest theory is that because I cheaped out and used nano machine sizes somehow the installation process causes the machine to not have enough resources to complete successfully. I wont know for sure for another few moments here.. when it works it usually works within about 10 minutes... its been that now.. I am going to leave it overnight as I am off for the day now... and see if its resolved I'm the AM.. I will update that ticket then for those who end up using doctor google.,1596,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1966,1,(Please reopen if I'm wrong but don't kill me for that),1967,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1252,1,the demo and modify it to create their own project,1253,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
829,0,ingress.kubernetes.io/secure-backends: true,830,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1864,1,Verified duplicate.,1865,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1858,1,@ben standalone app pipeline is updated to sdk17 also?,1859,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
438,1,so what should I do to fix it ? ),439,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
627,0,},628,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1978,0,.,1979,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
879,1,> use the TernaryTree found in Lucene contrib.,880,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
925,1,"@mattfarina, what would such a tool do?",926,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
121,1,"Setting milestone to M11 and setting it to blocker. Vidur, apologies for setting",122,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
874,1,"I have seen this and a similar error on other pages as well in the past, though",875,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1736,1,- opened the poc from bug #1002340 comment #0 in 10 private browser tabs/windows and waited several minutes,1737,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
